PrimaryCategory,Categories,Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks
cs.MA,cs.MA;cs.AI;cs.CL,Method,Multiagent Systems,Artificial Intelligence; cs.CL,2026-04-09,4,2026,,"More Capable, Less Cooperative? When LLMs Fail At Zero-Cost Collaboration",,http://arxiv.org/abs/2604.07821v1,"Large language model (LLM) agents increasingly coordinate in multi-agent systems, yet we lack an understanding of where and why cooperation failures may arise. In many real-world coordination problems, from knowledge sharing in organizations to code documentation, helping others carries negligible personal cost while generating substantial collective benefits. However, whether LLM agents cooperate when helping neither benefits nor harms the helper, while being given explicit instructions to do so, remains unknown. We build a multi-agent setup designed to study cooperative behavior in a frictionless environment, removing all strategic complexity from cooperation. We find that capability does not predict cooperation: OpenAI o3 achieves only 17% of optimal collective performance while OpenAI o3-mini reaches 50%, despite identical instructions to maximize group revenue. Through a causal decomposition that automates one side of agent communication, we separate cooperation failures from competence failures, tracing their origins through agent reasoning analysis. Testing targeted interventions, we find that explicit protocols double performance for low-competence models, and tiny sharing incentives improve models with weak cooperation. Our findings suggest that scaling intelligence alone will not solve coordination problems in multi-agent systems and will require deliberate cooperative design, even when helping others costs nothing.",,ICLR 2026 Workshop on Agents in the Wild,"@article{yadav2026more,
  title={More Capable, Less Cooperative? When LLMs Fail At Zero-Cost Collaboration},
  author={Advait Yadav and Sid Black and Oliver Sourbut},
  journal={arXiv preprint arXiv:2604.07821v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07821v1}
}","Advait Yadav, Sid Black, Oliver Sourbut",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-09,4,2026,,Open-Ended Video Game Glitch Detection with Agentic Reasoning and Temporal Grounding,,http://arxiv.org/abs/2604.07818v1,"Open-ended video game glitch detection aims to identify glitches in gameplay videos, describe them in natural language, and localize when they occur. Unlike conventional game glitch understanding tasks which have largely been framed as image-level recognition or closed-form question answering, this task requires reasoning about game-specific dynamics such as mechanics, physics, rendering, animation, and expected state transitions directly over continuous gameplay videos and distinguishing true glitches from unusual but valid in-game events. To support this task, we introduce VideoGlitchBench, the first benchmark for open-ended video game glitch detection with temporal localization. VideoGlitchBench contains 5,238 gameplay videos from 120 games, each annotated with detailed glitch descriptions and precise temporal spans, enabling unified evaluation of semantic understanding and temporal grounding. We further propose GliDe, an agentic framework with three key components: a game-aware contextual memory for informed reasoning, a debate-based reflector for multi-perspective glitch detection and verification, and an event-level grounding module that recovers complete glitch intervals from fragmented temporal evidence. We also design a task-specific evaluation protocol that jointly measures semantic fidelity and temporal accuracy. Experiments show that this task remains highly challenging for current multimodal models, while GliDe achieves substantially stronger performance than corresponding vanilla model baselines.",,"16 pages, 10 figures","@article{zheng2026openended,
  title={Open-Ended Video Game Glitch Detection with Agentic Reasoning and Temporal Grounding},
  author={Muyang Zheng and Tong Zhou and Geyang Wu and Zihao Lin and Haibo Wang and Lifu Huang},
  journal={arXiv preprint arXiv:2604.07818v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07818v1}
}","Muyang Zheng, Tong Zhou, Geyang Wu, Zihao Lin, Haibo Wang, Lifu Huang",
cs.MA,cs.MA;cs.CL;cs.SE,Method,Multiagent Systems,cs.CL; cs.SE,2026-04-09,4,2026,,ORACLE-SWE: Quantifying the Contribution of Oracle Information Signals on SWE Agents,,http://arxiv.org/abs/2604.07789v1,"Recent advances in language model (LM) agents have significantly improved automated software engineering (SWE). Prior work has proposed various agentic workflows and training strategies as well as analyzed failure modes of agentic systems on SWE tasks, focusing on several contextual information signals: Reproduction Test, Regression Test, Edit Location, Execution Context, and API Usage. However, the individual contribution of each signal to overall success remains underexplored, particularly their ideal contribution when intermediate information is perfectly obtained. To address this gap, we introduce Oracle-SWE, a unified method to isolate and extract oracle information signals from SWE benchmarks and quantify the impact of each signal on agent performance. To further validate the pattern, we evaluate the performance gain of signals extracted by strong LMs when provided to a base agent, approximating real-world task-resolution settings. These evaluations aim to guide research prioritization for autonomous coding systems.",,"37 pages, 10 figures","@article{li2026oracleswe,
  title={ORACLE-SWE: Quantifying the Contribution of Oracle Information Signals on SWE Agents},
  author={Kenan Li and Qirui Jin and Liao Zhu and Xiaosong Huang and Yijia Wu and Yikai Zhang and Xin Zhang and Zijian Jin and Yufan Huang and Elsie Nallipogu and Chaoyun Zhang and Yu Kang and Saravan Rajmohan and Qingwei Lin and Wenke Lee and Dongmei Zhang},
  journal={arXiv preprint arXiv:2604.07789v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07789v1}
}","Kenan Li, Qirui Jin, Liao Zhu, Xiaosong Huang, Yijia Wu, Yikai Zhang, Xin Zhang, Zijian Jin, Yufan Huang, Elsie Nallipogu, Chaoyun Zhang, Yu Kang, Saravan Rajmohan, Qingwei Lin, Wenke Lee, Dongmei Zhang",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-09,4,2026,,Sima 1.0: A Collaborative Multi-Agent Framework for Documentary Video Production,,http://arxiv.org/abs/2604.07721v1,"Content creation for major video-sharing platforms demands significant manual labor, particularly for long-form documentary videos spanning one to two hours. In this work, we introduce Sima 1.0, a multi-agent system designed to optimize the weekly production pipeline for high-quality video generation. The framework partitions the production process into an 11-step pipeline distributed across a hybrid workforce. While foundational creative tasks and physical recording are executed by a human operator, time-intensive editing, caption refinement, and supplementary asset integration are delegated to specialized junior and senior-level AI agents. By systematizing tasks from script annotation to final asset exportation, Sima 1.0 significantly reduces the production workload, empowering a single creator to efficiently sustain a rigorous weekly publishing schedule.",,,"@article{song2026sima,
  title={Sima 1.0: A Collaborative Multi-Agent Framework for Documentary Video Production},
  author={Zhao Song},
  journal={arXiv preprint arXiv:2604.07721v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07721v1}
}",Zhao Song,
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-08,4,2026,,Intertemporal Demand Allocation for Inventory Control in Online Marketplaces,,http://arxiv.org/abs/2604.07312v1,"Online marketplaces increasingly do more than simply match buyers and sellers: they route orders across competing sellers and, in many categories, offer ancillary fulfillment services that make seller inventory a source of platform revenue. We investigate how a platform can use intertemporal demand allocation to influence sellers' inventory choices without directly controlling stock. We develop a model in which the platform observes aggregate demand, allocates orders across sellers over time, and sellers choose between two fulfillment options, fulfill-by-merchant (FBM) and fulfill-by-platform (FBP), while replenishing inventory under state-dependent base-stock policies. The key mechanism we study is informational: by changing the predictability of each seller's sales stream, the platform changes sellers' safety-stock needs even when average demand shares remain unchanged. We focus on nondiscriminatory allocation policies that give sellers the same demand share and forecast risk. Within this class, uniform splitting minimizes forecast uncertainty, whereas any higher level of uncertainty can be implemented using simple low-memory allocation rules. Moreover, increasing uncertainty above the uniform benchmark requires routing rules that prevent sellers from inferring aggregate demand from their own sales histories. These results reduce the platform's problem to choosing a level of forecast uncertainty that trades off adoption of platform fulfillment against the inventory held by adopters. Our analysis identifies demand allocation as a powerful operational and informational design lever in digital marketplaces.",,,"@article{caldentey2026intertemporal,
  title={Intertemporal Demand Allocation for Inventory Control in Online Marketplaces},
  author={Rene Caldentey and Tong Xie},
  journal={arXiv preprint arXiv:2604.07312v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07312v1}
}","Rene Caldentey, Tong Xie",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-08,4,2026,,Designing for Accountable Agents: a Viewpoint,,http://arxiv.org/abs/2604.07204v1,"AI systems are becoming increasingly complex, ubiquitous and autonomous, leading to increasing concerns about their impacts on individuals and society. In response, researchers have begun investigating how to ensure that the methods underlying AI decision-making are transparent and their decisions are explainable to people and conformant to human values and ethical principles. As part of this research thrust, the need for accountability within AI systems has been noted, but this notion has proven elusive to define; we aim to address this issue in the current paper. Unlike much recent work, we do not address accountability within the human organisational processes of developing and deploying AI; rather we consider what it would it mean for the agents within a multi-agent system (MAS), potentially including human agents, to be accountable to other agents or to have others accountable to them.   In this work, we make the following contributions: we provide an in-depth survey of existing work on accountability in multiple disciplines, seeking to identify a coherent definition of the concept; we give a realistic example of a multi-agent system application domain that illustrates the benefits of enabling agents to follow accountability processes, and we identify a set of research challenges for the MAS community in building accountable agents, sketching out some initial solutions to these, thereby laying out a road-map for future research. Our focus is on laying the groundwork to enable autonomous elements within open socio-technical systems to take part in accountability processes.",,,"@article{cranefield2026designing,
  title={Designing for Accountable Agents: a Viewpoint},
  author={Stephen Cranefield and Nir Oren},
  journal={arXiv preprint arXiv:2604.07204v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07204v1}
}","Stephen Cranefield, Nir Oren",
cs.MA,cs.MA;cs.AI;cs.CL,Method,Multiagent Systems,Artificial Intelligence; cs.CL,2026-04-08,4,2026,,Strategic Persuasion with Trait-Conditioned Multi-Agent Systems for Iterative Legal Argumentation,,http://arxiv.org/abs/2604.07028v1,"Strategic interaction in adversarial domains such as law, diplomacy, and negotiation is mediated by language, yet most game-theoretic models abstract away the mechanisms of persuasion that operate through discourse. We present the Strategic Courtroom Framework, a multi-agent simulation environment in which prosecution and defense teams composed of trait-conditioned Large Language Model (LLM) agents engage in iterative, round-based legal argumentation. Agents are instantiated using nine interpretable traits organized into four archetypes, enabling systematic control over rhetorical style and strategic orientation.   We evaluate the framework across 10 synthetic legal cases and 84 three-trait team configurations, totaling over 7{,}000 simulated trials using DeepSeek-R1 and Gemini~2.5~Pro. Our results show that heterogeneous teams with complementary traits consistently outperform homogeneous configurations, that moderate interaction depth yields more stable verdicts, and that certain traits (notably quantitative and charismatic) contribute disproportionately to persuasive success. We further introduce a reinforcement-learning-based Trait Orchestrator that dynamically generates defense traits conditioned on the case and opposing team, discovering strategies that outperform static, human-designed trait combinations.   Together, these findings demonstrate how language can be treated as a first-class strategic action space and provide a foundation for building autonomous agents capable of adaptive persuasion in multi-agent environments.",,,"@article{siedler2026strategic,
  title={Strategic Persuasion with Trait-Conditioned Multi-Agent Systems for Iterative Legal Argumentation},
  author={Philipp D. Siedler},
  journal={arXiv preprint arXiv:2604.07028v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07028v1}
}",Philipp D. Siedler,
cs.MA,cs.MA;cs.AI;cs.CY,Method,Multiagent Systems,Artificial Intelligence; cs.CY,2026-04-08,4,2026,,AgentCity: Constitutional Governance for Autonomous Agent Economies via Separation of Power,,http://arxiv.org/abs/2604.07007v1,"Autonomous AI agents are beginning to operate across organizational boundaries on the open internet -- discovering, transacting with, and delegating to agents owned by other parties without centralized oversight. When agents from different human principals collaborate at scale, the collective becomes opaque: no single human can observe, audit, or govern the emergent behavior. We term this the Logic Monopoly -- the agent society's unchecked monopoly over the entire logic chain from planning through execution to evaluation. We propose the Separation of Power (SoP) model, a constitutional governance architecture deployed on public blockchain that breaks this monopoly through three structural separations: agents legislate operational rules as smart contracts, deterministic software executes within those contracts, and humans adjudicate through a complete ownership chain binding every agent to a responsible principal. In this architecture, smart contracts are the law itself -- the actual legislative output that agents produce and that governs their behavior. We instantiate SoP in AgentCity on an EVM-compatible layer-2 blockchain (L2) with a three-tier contract hierarchy (foundational, meta, and operational). The core thesis is alignment-through-accountability: if each agent is aligned with its human owner through the accountability chain, then the collective converges on behavior aligned with human intent -- without top-down rules. A pre-registered experiment evaluates this thesis in a commons production economy -- where agents share a finite resource pool and collaboratively produce value -- at 50-1,000 agent scale.",,"111 pages, 11 figures","@article{ruan2026agentcity,
  title={AgentCity: Constitutional Governance for Autonomous Agent Economies via Separation of Power},
  author={Anbang Ruan and Xing Zhang},
  journal={arXiv preprint arXiv:2604.07007v1},
  year={2026},
  url={http://arxiv.org/abs/2604.07007v1}
}","Anbang Ruan, Xing Zhang",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-08,4,2026,,Generating Local Shields for Decentralised Partially Observable Markov Decision Processes,,http://arxiv.org/abs/2604.06873v1,"Multi-agent systems under partial observation often struggle to maintain safety because each agent's locally chosen action does not, in general, determine the resulting joint action. Shielding addresses this by filtering actions based on the current state, but most existing techniques either assume access to a shared centralised global state or employ memoryless local filters that cannot consider interaction history.   We introduce a shield process algebra with guarded choice and recursion for specifying safe global behaviour in communication-free Dec-POMDP settings. From a shield process, we compile a process automaton, then a global Mealy machine as a safe joint-action filter, and finally project it to local Mealy machines whose states are belief-style subsets of the global Mealy machine states consistent with each agent's observations, and which output per-agent safe action sets.   We implement the pipeline in Rust and integrate PRISM, the Probabilistic Symbolic Model Checker, to compute best- and worst-case safety probabilities independently of the agents' policies. A multi-agent path-finding case study demonstrates how different shield processes substantially reduce collisions compared to the unshielded baseline while exhibiting varying levels of expressiveness and conservatism.",,"In Proceedings PLACES 2026, arXiv:2604.05737","@article{yang2026generating,
  title={Generating Local Shields for Decentralised Partially Observable Markov Decision Processes},
  author={Haoran Yang and Nobuko Yoshida},
  journal={arXiv preprint arXiv:2604.06873v1},
  year={2026},
  url={http://arxiv.org/abs/2604.06873v1}
}","Haoran Yang, Nobuko Yoshida",
cs.MA,cs.MA,Method,Multiagent Systems,,2026-04-08,4,2026,,Event-Triggered Adaptive Consensus for Multi-Robot Task Allocation,,http://arxiv.org/abs/2604.06813v1,"Coordinating robotic swarms in dynamic and communication-constrained environments remains a fundamental challenge for collective intelligence. This paper presents a novel framework for event-triggered organization, designed to achieve highly efficient and adaptive task allocation in a heterogeneous robotic swarm. Our approach is based on an adaptive consensus mechanism where communication for task negotiation is initiated only in response to significant events, eliminating unnecessary interactions. Furthermore, the swarm self-regulates its coordination pace based on the level of environmental conflict, and individual agent resilience is managed through a robust execution model based on Behavior Trees. This integrated architecture results in a collective system that is not only effective but also remarkably efficient and adaptive. We validate our framework through extensive simulations, benchmarking its performance against a range of coordination strategies. These include a non-communicating reactive behavior, a simple information-sharing protocol, the baseline Consensus-Based Bundle Algorithm (CBBA), and a periodic CBBA variant integrated within a Behavior Tree architecture. Furthermore, our approach is compared with Clustering-CBBA (C-CBBA), a state-of-the-art algorithm recognized for communication-efficient task management in heterogeneous clusters. Experimental results demonstrate that the proposed method significantly reduces network overhead when compared to communication-heavy strategies. Moreover, it maintains top-tier mission effectiveness regarding the number of tasks completed, showcasing high efficiency and practicality. The framework also exhibits significant resilience to both action execution and permanent agent failures, highlighting the effectiveness of our event-triggered model for designing adaptive and resource-efficient robotic swarms for complex scenarios.",,Computer Communications under CC-BY license,"@article{aznar2026eventtriggered,
  title={Event-Triggered Adaptive Consensus for Multi-Robot Task Allocation},
  author={Fidel Aznar and Mar Pujol and Álvaro Díez},
  journal={arXiv preprint arXiv:2604.06813v1},
  year={2026},
  url={http://arxiv.org/abs/2604.06813v1}
}","Fidel Aznar, Mar Pujol, Álvaro Díez",
cs.MA,cs.MA;cs.AI;cs.RO,Method,Multiagent Systems,Artificial Intelligence; Robotics,2026-04-08,4,2026,,Logical Robots: Declarative Multi-Agent Programming in Logica,,http://arxiv.org/abs/2604.06629v1,"We present Logical Robots, an interactive multi-agent simulation platform where autonomous robot behavior is specified declaratively in the logic programming language Logica. Robot behavior is defined by logical predicates that map observations from simulated radar arrays and shared memory to desired motor outputs. This approach allows low-level reactive control and high-level planning to coexist within a single programming environment, providing a coherent framework for exploring multi-agent robot behavior.",,"International Conference on Autonomous Agents and Multiagent Systems (AAMAS), May 25-29, 2026. Paphos, Cyprus","@article{skvortsov2026logical,
  title={Logical Robots: Declarative Multi-Agent Programming in Logica},
  author={Evgeny Skvortsov and Yilin Xia and Ojaswa Garg and Shawn Bowers and Bertram Ludäscher},
  journal={arXiv preprint arXiv:2604.06629v1},
  year={2026},
  url={http://arxiv.org/abs/2604.06629v1}
}","Evgeny Skvortsov, Yilin Xia, Ojaswa Garg, Shawn Bowers, Bertram Ludäscher",
cs.MA,cs.MA;eess.SY,Method,Multiagent Systems,eess.SY,2026-04-06,4,2026,,Nash Approximation Gap in Truncated Infinite-horizon Partially Observable Markov Games,,http://arxiv.org/abs/2604.05131v1,"Partially Observable Markov Games (POMGs) provide a general framework for modeling multi-agent sequential decision-making under asymmetric information. A common approach is to reformulate a POMG as a fully observable Markov game over belief states, where the state is the conditional distribution of the system state and agents' private information given common information, and actions correspond to mappings (prescriptions) from private information to actions. However, this reformulation is intractable in infinite-horizon settings, as both the belief state and action spaces grow with the accumulation of information over time. We propose a finite-memory truncation framework that approximates infinite-horizon POMGs by a finite-state, finite-action Markov game, where agents condition decisions only on finite windows of common and private information. Under suitable filter stability (forgetting) conditions, we show that any Nash equilibrium of the truncated game is an $\varepsilon$-Nash equilibrium of the original POMG, where $\varepsilon \to 0$ as the truncation length increases.",,,"@article{sang2026nash,
  title={Nash Approximation Gap in Truncated Infinite-horizon Partially Observable Markov Games},
  author={Lan Sang and Chinmay Maheshwari},
  journal={arXiv preprint arXiv:2604.05131v1},
  year={2026},
  url={http://arxiv.org/abs/2604.05131v1}
}","Lan Sang, Chinmay Maheshwari",
cs.MA,cs.MA;cs.LG,Method,Multiagent Systems,Machine Learning,2026-04-06,4,2026,,Governance-Aware Agent Telemetry for Closed-Loop Enforcement in Multi-Agent AI Systems,,http://arxiv.org/abs/2604.05119v1,"Enterprise multi-agent AI systems produce thousands of inter-agent interactions per hour, yet existing observability tools capture these dependencies without enforcing anything. OpenTelemetry and Langfuse collect telemetry but treat governance as a downstream analytics concern, not a real-time enforcement target. The result is an ""observe-but-do-not-act"" gap where policy violations are detected only after damage is done.   We present Governance-Aware Agent Telemetry (GAAT), a reference architecture that closes the loop between telemetry collection and automated policy enforcement for multi-agent systems. GAAT introduces (1) a Governance Telemetry Schema (GTS) extending OpenTelemetry with governance attributes; (2) a real-time policy violation detection engine using OPA-compatible declarative rules under sub-200 ms latency; (3) a Governance Enforcement Bus (GEB) with graduated interventions; and (4) a Trusted Telemetry Plane with cryptographic provenance.",,,"@article{pathak2026governanceaware,
  title={Governance-Aware Agent Telemetry for Closed-Loop Enforcement in Multi-Agent AI Systems},
  author={Anshul Pathak and Nishant Jain},
  journal={arXiv preprint arXiv:2604.05119v1},
  year={2026},
  url={http://arxiv.org/abs/2604.05119v1}
}","Anshul Pathak, Nishant Jain",
cs.MA,cs.MA;cs.MM;cs.SD,Method,Multiagent Systems,Multimedia; cs.SD,2026-04-06,4,2026,,GLANCE: A Global-Local Coordination Multi-Agent Framework for Music-Grounded Non-Linear Video Editing,,http://arxiv.org/abs/2604.05076v1,"Music-grounded mashup video creation is a challenging form of video non-linear editing, where a system must compose a coherent timeline from large collections of source videos while aligning with music rhythm, user intent, story completeness, and long-range structural constraints. Existing approaches typically rely on fixed pipelines or simplified retrieval-and-concatenation paradigms, limiting their ability to adapt to diverse prompts and heterogeneous source materials. In this paper, we present GLANCE, a global-local coordination multi-agent framework for music-grounded nonlinear video editing. GLANCE adopts a bi-loop architecture for better editing practice: an outer loop performs long-horizon planning and task-graph construction, and an inner loop adopts the ""Observe-Think-Act-Verify"" flow for segment-wise editing tasks and their refinements. To address the cross-segment and global conflict emerging after subtimelines composition, we introduce a dedicated global-local coordination mechanism with both preventive and corrective components, which includes a novelly designed context controller, conflict region decomposition module, and a bottom-up dynamic negotiation mechanism. To support rigorous evaluation, we construct MVEBench, a new benchmark that factorizes editing difficulty along task type, prompt specificity, and music length, and propose an agent-as-a-judge evaluation framework for scalable multi-dimensional assessment. Experimental results show that GLANCE consistently outperforms prior research baselines and open-source product baselines under the same backbone models. With GPT-4o-mini as the backbone, GLANCE improves over the strongest baseline by 33.2% and 15.6% on two task settings, respectively. Human evaluation further confirms the quality of the generated videos and validates the effectiveness of the proposed evaluation framework.",,"14 pages, 4 figures","@article{lin2026glance,
  title={GLANCE: A Global-Local Coordination Multi-Agent Framework for Music-Grounded Non-Linear Video Editing},
  author={Zihao Lin and Haibo Wang and Zhiyang Xu and Siyao Dai and Huanjie Dong and Xiaohan Wang and Yolo Y. Tang and Yixin Wang and Qifan Wang and Lifu Huang},
  journal={arXiv preprint arXiv:2604.05076v1},
  year={2026},
  url={http://arxiv.org/abs/2604.05076v1}
}","Zihao Lin, Haibo Wang, Zhiyang Xu, Siyao Dai, Huanjie Dong, Xiaohan Wang, Yolo Y. Tang, Yixin Wang, Qifan Wang, Lifu Huang",
cs.MA,cs.MA;cs.AI,Method,Multiagent Systems,Artificial Intelligence,2026-04-06,4,2026,,Agentic Federated Learning: The Future of Distributed Training Orchestration,,http://arxiv.org/abs/2604.04895v1,"Although Federated Learning (FL) promises privacy and distributed collaboration, its effectiveness in real-world scenarios is often hampered by the stochastic heterogeneity of clients and unpredictable system dynamics. Existing static optimization approaches fail to adapt to these fluctuations, resulting in resource underutilization and systemic bias. In this work, we propose a paradigm shift towards Agentic-FL, a framework where Language Model-based Agents (LMagents) assume autonomous orchestration roles. Unlike rigid protocols, we demonstrate how server-side agents can mitigate selection bias through contextual reasoning, while client-side agents act as local guardians, dynamically managing privacy budgets and adapting model complexity to hardware constraints. More than just resolving technical inefficiencies, this integration signals the evolution of FL towards decentralized ecosystems, where collaboration is negotiated autonomously, paving the way for future markets of incentive-based models and algorithmic justice. We discuss the reliability (hallucinations) and security challenges of this approach, outlining a roadmap for resilient multi-agent systems in federated environments.",,,"@article{jarczewski2026agentic,
  title={Agentic Federated Learning: The Future of Distributed Training Orchestration},
  author={Rafael O. Jarczewski and Gabriel U. Talasso and Leandro Villas and Allan M. de Souza},
  journal={arXiv preprint arXiv:2604.04895v1},
  year={2026},
  url={http://arxiv.org/abs/2604.04895v1}
}","Rafael O. Jarczewski, Gabriel U. Talasso, Leandro Villas, Allan M. de Souza",
cs.MA,cs.MA;cs.LO,Method,Multiagent Systems,cs.LO,2026-04-06,4,2026,,Statistical Model Checking of the Island Model: An Established Economic Agent-Based Model of Endogenous Growth,,http://arxiv.org/abs/2604.04543v1,"Agent-based models (ABMs) are increasingly used to study complex economic phenomena such as endogenous growth, but their analysis typically relies on ad-hoc Monte Carlo exercises without formal statistical guarantees. We show how statistical model checking (SMC), and in particular Multi-VeStA, can automate and enrich the analysis of a seminal ABM: the Island Model of Fagiolo and Dosi, which captures the exploration-exploitation trade-off in technological search. We reproduce key stylized facts from the original model with formal confidence intervals, confirm the optimality of moderate exploration rates, and perform a counterfactual sensitivity analysis across returns to scale, skill transfer, and knowledge locality. Using MultiVeStA's built-in Welch's t-test, 6 out of 7 pairwise parameter comparisons yield statistically different growth trajectories, while the exception reveals a saturation effect in knowledge locality. Our results demonstrate that SMC offers a principled, reproducible methodology for the quantitative analysis of agent-based economic models.",,"In Proceedings MARS 2026, arXiv:2604.03053","@article{blando2026statistical,
  title={Statistical Model Checking of the Island Model: An Established Economic Agent-Based Model of Endogenous Growth},
  author={Stefano Blando and Giorgio Fagiolo and Daniele Giachini and Andrea Vandin and Ernest Ivanaj},
  journal={arXiv preprint arXiv:2604.04543v1},
  year={2026},
  url={http://arxiv.org/abs/2604.04543v1}
}","Stefano Blando, Giorgio Fagiolo, Daniele Giachini, Andrea Vandin, Ernest Ivanaj",
cs.MA,cs.MA;eess.SY,Method,Multiagent Systems,eess.SY,2026-04-05,4,2026,,Decentralized Ergodic Coverage Control in Unknown Time-Varying Environments,,http://arxiv.org/abs/2604.04280v2,"A key challenge in disaster response is maintaining situational awareness of an evolving landscape, which requires balancing exploration of unobserved regions with sustained monitoring of changing Regions of Interest (ROIs). Unmanned Aerial Vehicles (UAVs) have emerged as an effective response tool, particularly in applications like environmental monitoring and search-and-rescue, due to their ability to provide aerial coverage, withstand hazardous conditions, and navigate quickly and flexibly. However, efficient and adaptable multi-robot coverage with limited sensing in disaster settings and evolving time-varying information maps remains a significant challenge, necessitating better methods for UAVs to continuously adapt their trajectories in response to changes. In this paper, we propose a decentralized multi-agent coverage framework that serves as a high-level planning strategy for adaptive coverage in unknown, time-varying environments under partial observability. Each agent computes an adaptive ergodic policy, implemented via a Markov-chain transition model, that tracks a continuously updated belief over the underlying importance map. Gaussian Processes are used to perform those online belief updates. The resulting policy drives agents to spend time in ROIs proportional to their estimated importance, while preserving sufficient exploration to detect and adapt to time-varying environmental changes. Unlike existing approaches that assume known importance maps, require centralized coordination, or assume a static environment, our framework addresses the combined challenges of unknown, time-varying distributions in a more realistic decentralized and partially observable setting. We compare against alternative coverage strategies and analyze our method's response to simulated disaster evolution, highlighting its improved adaptability and transient performance in dynamic scenarios.",,"17 pages, 6 figures","@article{mendoza2026decentralized,
  title={Decentralized Ergodic Coverage Control in Unknown Time-Varying Environments},
  author={Maria G. Mendoza and Victoria Marie Tuck and Chinmay Maheshwari and Shankar Sastry},
  journal={arXiv preprint arXiv:2604.04280v2},
  year={2026},
  url={http://arxiv.org/abs/2604.04280v2}
}","Maria G. Mendoza, Victoria Marie Tuck, Chinmay Maheshwari, Shankar Sastry",
cs.MA,cs.MA;cs.AI;cs.CR,Method,Multiagent Systems,Artificial Intelligence; cs.CR,2026-04-05,4,2026,,Agents for Agents: An Interrogator-Based Secure Framework for Autonomous Internet of Underwater Things,,http://arxiv.org/abs/2604.04262v1,"Autonomous underwater vehicles (AUVs) and sensor nodes increasingly support decentralized sensing and coordination in the Internet of Underwater Things (IoUT), yet most deployments rely on static trust once authentication is established, leaving long-duration missions vulnerable to compromised or behaviorally deviating agents. In this paper, an interrogator based structure is presented that incorporates the idea of behavioral trust monitoring into underwater multi-agent operation without interfering with autonomy. Privileged interrogator module is a passive communication metadata analyzer that uses a lightweight transformer model to calculate dynamic trust scores, which are used to authorize the forwarding of mission critical data. Suspicious agents cause proportional monitoring and conditional restrictions, which allow fast containment and maintain network continuity. The evidence of trust is stored in a permissioned blockchain consortium which offers identity management which is not tampered and is decentralized without causing the overhead of public consensus mechanisms. Simulation based analysis shows that the evaluation of the result compares to a relative improvement of 21.7% in the detection accuracy compared to the static trust baselines with limited energy overhead. These findings suggest that behavior driven validation has the capability of reinforcing underwater coordination without compromising scalability and deployment.",,This paper was presented in ICETAS 2026 in Bahrain,"@article{akarma2026agents,
  title={Agents for Agents: An Interrogator-Based Secure Framework for Autonomous Internet of Underwater Things},
  author={Ali Akarma and Toqeer Ali Syed and Abdul Khadar Jilani and Salman Jan and Hammad Muneer and Muazzam A. Khan and Changli Yu},
  journal={arXiv preprint arXiv:2604.04262v1},
  year={2026},
  url={http://arxiv.org/abs/2604.04262v1}
}","Ali Akarma, Toqeer Ali Syed, Abdul Khadar Jilani, Salman Jan, Hammad Muneer, Muazzam A. Khan, Changli Yu",
